y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
3,100.26826,0.33249,-100.024,-0.7098,200.09309,-91.80063,4,0.20228,-0.23675,11.17671,6.06915,True,451.32931
1,100.55966,0.38098,-99.76802,-0.66714,200.35086,-87.82097,4,-2.58754,1.19578,13.06231,-2.08915,True,452.91431
3,100.29613,0.21832,-104.4895,-0.63218,200.08536,-90.10817,4,-0.14094,-1.43197,12.80854,1.93406,True,449.2359
1,100.32519,-1.19404,-100.06193,-0.6544,200.11536,-91.22445,4,-2.5741,1.38482,9.03748,-0.82405,True,451.59501
3,100.31166,0.75405,-100.47327,-0.70137,200.13543,-94.19888,4,-0.88063,0.25123,11.76951,1.58609,True,451.32165
1,99.17282,-0.62346,-100.37265,-0.67794,198.97453,-88.77718,1,0.29288,1.85339,13.30907,-1.12073,True,445.67779
1,98.99051,-0.83902,-98.59598,-0.64643,198.77845,-89.24767,2,1.18846,1.66022,12.81555,-2.61841,True,445.65456
1,99.37948,0.96709,-98.69424,-0.71047,199.19258,-88.18501,1,-0.55155,-1.49047,8.91764,-1.03128,True,447.55027
3,100.33334,-0.25376,-98.67756,-0.60629,200.1113,-90.83233,4,0.36648,-0.6811,10.80755,-2.68302,True,452.32794
1,100.75234,0.30329,-102.79476,-0.6724,200.54997,-93.22768,4,-2.66109,2.58427,10.9943,-3.53527,True,452.36433
1,102.81729,1.11417,-106.74851,-0.67059,202.60947,-93.01629,5,0.62729,1.60282,12.6548,-4.00556,True,460.7122
1,99.8026,-1.73181,-99.15114,-0.65226,199.59059,-91.64831,1,-2.49263,3.6581,12.80633,-1.72743,True,449.43744
1,99.21783,-0.01311,-101.20273,-0.64426,199.0006,-91.49756,1,-2.11596,1.09759,10.35217,-2.80915,True,445.48778
3,100.13702,-0.14088,-102.81957,-0.61539,199.92776,-89.19654,4,0.51304,0.01251,10.62008,-0.07122,True,449.27531
3,98.63983,-1.55321,-99.66797,-0.68388,198.45297,-87.25254,2,-0.18295,-0.48964,11.91874,2.53937,True,443.36516
2,99.55175,0.07338,-98.36013,-0.65853,199.35379,-91.34837,1,0.44771,0.66773,11.29999,-2.81736,True,448.57868
1,98.66518,-1.49736,-94.8678,-0.68336,198.46464,-91.22271,2,0.75359,-1.98925,11.31884,0.63468,True,445.89202
3,100.1755,0.2345,-96.79851,-0.57929,199.95019,-90.0682,4,-1.75272,-0.18877,10.92787,1.62659,True,452.47825
2,100.69488,-0.66358,-98.15946,-0.63155,200.49202,-93.05248,4,1.18417,1.00225,9.19374,-1.9192,True,454.39469
2,100.41577,-0.25562,-102.31636,-0.64534,200.20358,-91.41647,4,-1.76072,-2.45908,11.72521,-1.30579,True,450.92065
1,99.14568,-0.87339,-99.42986,-0.64707,198.93545,-89.7019,1,-1.87113,1.94421,11.78045,-0.80542,True,446.01347
3,99.39556,-0.13242,-101.29627,-0.64071,199.189,-90.33008,1,-0.52739,0.29709,12.8294,3.75125,True,446.32969
1,98.71857,0.11768,-102.06489,-0.6766,198.52004,-90.09714,2,-1.1771,0.61688,11.4788,-3.88952,True,442.56038
3,99.13629,-1.20393,-102.81725,-0.69991,198.95445,-89.20263,1,1.88973,-0.00435,9.52002,1.70681,True,444.27281
3,100.86668,0.40137,-104.76606,-0.59011,200.65258,-92.07513,4,0.88722,-0.43307,10.97315,0.83283,True,451.95039
1,100.73583,-0.39321,-99.14387,-0.64689,200.52494,-90.21468,4,0.2507,-2.04571,12.29002,-2.96162,True,454.10721
1,99.64961,0.1055,-102.04116,-0.68525,199.45002,-91.29172,1,-1.86333,-0.27451,11.38308,-3.15023,True,447.22748
2,98.64441,0.24236,-102.83783,-0.62877,198.41547,-90.29663,2,-0.65332,-0.15272,8.61227,3.96708,True,441.80315
3,98.69047,0.41732,-93.48647,-0.61583,198.48243,-87.412,2,1.26467,-0.56974,11.46265,3.83205,True,446.7091
3,101.62113,1.66658,-102.8757,-0.58413,201.40366,-90.82469,3,1.02811,-0.94146,11.01093,1.5685,True,456.6678
1,100.69802,0.36894,-101.09594,-0.65432,200.48378,-91.31714,4,-0.39859,-0.4733,10.01445,-1.14211,True,452.94212
2,98.91357,-0.1985,-98.60718,-0.63888,198.71336,-90.50817,2,-2.96519,-0.02859,12.73259,-1.87905,True,445.26428
1,99.99831,0.39743,-98.6149,-0.65724,199.79105,-90.96939,1,-0.13679,-0.51977,10.75898,-1.46959,True,450.68409
2,102.29932,0.83225,-103.68821,-0.64668,202.07854,-89.73065,5,-2.96738,-3.89138,13.17711,-0.64555,True,459.6525
1,99.03237,-0.76502,-98.53876,-0.7136,198.84157,-88.58078,1,-0.31496,2.89433,10.63389,-0.15604,True,445.89247
1,100.33742,1.36234,-105.0163,-0.70651,200.14326,-89.81101,4,-0.50935,0.66622,11.79153,-2.10512,True,449.17896
3,100.2238,0.55173,-102.98199,-0.60254,200.00826,-91.76567,4,1.0072,1.24931,10.86792,1.45084,True,449.62799
2,99.22124,0.08045,-102.12321,-0.6489,199.01777,-92.44491,1,-0.29806,1.63937,8.81689,1.10404,True,445.04461
3,99.38632,0.26449,-100.23183,-0.7124,199.20501,-90.39738,1,1.09379,0.07454,10.60034,3.84525,True,446.8157
2,100.54443,1.30612,-98.15818,-0.63404,200.32488,-87.38887,4,1.75825,-1.10043,15.17651,-0.68448,True,453.64304
3,99.11173,0.17501,-93.4437,-0.5919,198.88921,-91.47886,1,-0.46885,0.36791,11.98475,1.0268,True,448.83678
3,100.97059,-0.10338,-100.66637,-0.69384,200.79538,-89.70891,4,-0.47825,-0.4536,12.29315,4.90861,True,454.51976
1,99.3252,0.41568,-92.41853,-0.6616,199.11551,-90.30835,1,-0.45013,1.81672,10.62246,-2.43993,True,450.41672
1,97.94607,0.31726,-95.05218,-0.65989,197.73428,-91.76282,2,-0.72595,0.19858,8.73139,0.38871,True,442.20423
3,100.09716,1.11571,-102.8384,-0.62904,199.88518,-92.4505,4,1.29048,-0.53525,10.06527,2.29943,True,449.0666
2,100.87974,0.38116,-105.34346,-0.64553,200.6699,-94.83235,4,-1.76211,-1.94865,7.67361,4.65922,True,451.72699
1,99.81761,-0.09382,-101.94231,-0.68063,199.61726,-89.51387,1,-0.23937,-0.258,11.16168,-2.30305,True,448.11689
1,100.22392,-0.10378,-103.63804,-0.69905,200.0316,-89.47946,4,-0.13441,0.15344,13.81302,-3.33565,True,449.30059
1,99.8453,-0.92426,-98.93328,-0.64939,199.63584,-90.69989,1,-0.96408,1.18739,10.53622,-1.55341,True,449.75984
1,98.60801,-0.32272,-93.51975,-0.71432,198.41745,-89.95339,2,1.38285,-0.31403,12.32262,-5.30233,True,446.28019
2,97.97476,-0.64529,-96.13206,-0.62964,197.75645,-89.88212,2,1.80705,0.16538,11.9009,-1.69297,True,441.80776
2,99.82089,-0.9218,-103.12581,-0.63605,199.60828,-90.34636,1,-0.13375,-1.39034,11.08444,-1.7963,True,447.54154
3,98.60022,-0.00049,-93.75617,-0.58883,198.3739,-88.8677,2,0.77415,0.37968,10.75996,0.34492,True,446.12303
2,100.39426,-0.04674,-99.48546,-0.63053,200.18807,-92.20286,4,-1.30835,0.59512,12.62477,-0.51837,True,452.22859
1,101.17486,-0.76921,-101.90859,-0.63104,200.95822,-92.68052,3,-0.12188,-0.80831,11.07582,-1.66397,True,454.92
1,98.75983,-1.43809,-97.35838,-0.68678,198.5587,-87.58344,2,-0.19214,0.49071,11.03403,-1.52756,True,445.11996
1,99.29725,-1.04934,-101.11052,-0.69661,199.09963,-89.95547,1,0.5026,-0.47408,12.49857,-0.87506,True,445.931
3,99.23949,0.15236,-100.34839,-0.58958,199.02056,-88.47524,1,1.17897,0.55554,12.65165,0.86521,True,446.02327
2,101.29917,1.16445,-100.1961,-0.64426,201.09605,-92.1417,3,0.96834,2.44069,7.14308,2.56529,True,456.39779
3,99.09041,0.03351,-98.66385,-0.70167,198.91719,-89.99023,1,-1.09759,0.43013,12.21155,0.87554,True,446.12014
1,100.33434,0.32227,-101.0506,-0.6594,200.12516,-91.09667,4,0.03193,0.61984,9.30415,-1.85853,True,451.14638
1,102.08638,0.88396,-101.32096,-0.67196,201.87985,-95.32822,5,-1.18899,1.03628,10.68118,-2.65411,True,459.77141
2,101.82072,-0.05921,-103.37394,-0.62573,201.59302,-90.85944,3,-0.06094,0.94312,10.8553,-2.12093,True,457.41665
1,101.8906,-1.02653,-103.97924,-0.6366,201.67161,-93.16039,3,-5.39606,1.43306,9.66737,-4.4158,True,457.46337
3,101.03638,0.26214,-102.58558,-0.59862,200.81384,-88.54246,3,-2.38367,0.53621,8.81819,0.77128,True,453.88909
2,100.08956,0.62761,-104.84204,-0.62558,199.87129,-91.49289,4,-1.79343,-3.05046,11.23906,-1.82183,True,448.0268
2,100.87074,0.91141,-101.16848,-0.63652,200.64869,-91.59999,4,-0.70022,0.85264,7.01631,2.98648,True,453.76947
1,99.01517,0.49918,-97.13432,-0.67099,198.81121,-88.4287,1,-1.77073,1.93312,8.18739,-2.25657,True,446.5087
2,100.89415,0.86205,-104.15723,-0.6209,200.68428,-89.92423,4,-0.82279,-2.19644,9.9587,-1.2585,True,452.39211
1,99.39485,0.2676,-99.87411,-0.64614,199.18094,-88.41644,1,1.70816,0.75972,10.97903,-3.20878,True,447.03721
1,98.12312,-1.0627,-106.67926,-0.70026,197.93181,-88.46441,2,3.14823,-1.20067,9.01284,-2.5608,True,437.27598
3,101.19117,-0.19683,-102.29313,-0.67897,200.99836,-90.64613,3,0.55256,0.76143,9.22847,1.19667,True,454.80927
1,99.8671,-0.27433,-98.82062,-0.65606,199.65511,-90.83143,1,0.42615,1.77765,11.42789,-2.85432,True,449.9252
1,100.64477,0.5994,-99.47558,-0.64293,200.42642,-93.54753,4,0.08958,-1.39244,11.0132,-3.11987,True,453.48604
3,99.16551,-0.70584,-102.72242,-0.70735,198.98288,-93.29294,1,0.22955,0.54327,9.21594,1.0073,True,444.46634
1,97.52037,-0.33897,-100.53764,-0.61779,197.29791,-85.12189,2,1.82773,0.55397,11.19687,-2.75578,True,437.33305
2,101.09959,0.19468,-99.55318,-0.61817,200.86668,-92.18459,3,0.17181,-0.68769,13.65343,-1.77158,True,455.72137
3,99.73481,0.39728,-98.21322,-0.61907,199.52238,-91.68001,1,0.75216,-0.11924,12.33824,1.17312,True,449.56743
2,99.34131,-0.65324,-98.12923,-0.65696,199.14244,-91.2536,1,1.00682,0.23775,6.13843,1.97565,True,447.64191
2,98.88171,-1.02064,-100.77921,-0.63233,198.67947,-91.52307,2,-1.48297,-1.18393,10.87283,-1.56508,True,444.01894
3,98.3242,-0.49548,-97.183,-0.66269,198.12782,-88.86015,2,-0.00168,0.08116,12.13905,1.75605,True,443.02949
1,100.63304,0.28531,-100.8381,-0.68476,200.43578,-93.68356,4,0.08804,-0.11965,10.06023,-1.86313,True,452.74613
2,98.74139,-0.35372,-101.39472,-0.64598,198.52432,-90.51974,2,2.17668,0.26796,12.5694,-1.82383,True,443.00957
1,96.94035,-0.11797,-97.03923,-0.63147,196.71836,-88.06481,2,0.18147,-1.55242,11.08122,-2.45696,True,436.18214
3,99.51975,-0.30345,-98.32969,-0.69433,199.33697,-91.16583,1,0.22071,0.01169,8.93462,-0.6559,True,448.4339
2,99.9424,-0.06208,-102.16519,-0.62039,199.71746,-91.81093,1,1.09519,-0.59552,9.49124,2.67437,True,448.62942
2,102.6511,0.1374,-105.98643,-0.66139,202.45547,-92.83145,5,0.0066,-2.33203,13.26398,0.51378,True,460.26227
1,101.40972,0.36483,-97.00734,-0.63066,201.1885,-92.77616,3,0.12059,-1.00977,11.25883,-0.42374,True,458.54495
1,100.14971,-1.48716,-98.90698,-0.66415,199.94403,-92.10812,4,-2.07398,-1.50342,8.88701,-0.36565,True,451.29505
3,100.77431,-0.7863,-99.9645,-0.6993,200.60354,-90.98676,4,1.06404,0.00272,11.74877,1.39804,True,453.88931
1,99.72347,-0.27771,-101.35224,-0.63765,199.50613,-88.92982,1,-1.18563,-2.48822,12.80901,-1.53216,True,447.94123
1,99.84049,-0.14479,-101.90595,-0.71228,199.65336,-90.10155,1,0.42253,-0.48723,9.96762,-1.45409,True,448.24946
3,100.70871,-0.19892,-94.60156,-0.59409,200.4916,-92.78203,4,-0.52082,0.08406,10.43208,0.39479,True,456.24275
2,97.89461,1.05024,-97.96252,-0.63728,197.67614,-86.75886,2,-0.35934,1.07888,9.81901,2.34991,True,440.49177
3,100.5076,0.59165,-100.46256,-0.6911,200.32548,-86.48294,4,0.01679,-0.25473,11.5164,1.5651,True,452.30673
1,98.88434,-0.04551,-101.14059,-0.69961,198.68782,-89.05643,2,-2.32025,3.01394,12.25614,-1.0119,True,443.85142
3,100.88791,0.23051,-106.15074,-0.61882,200.67019,-94.23374,4,-0.3609,0.30684,11.92621,-2.59863,True,451.36416
2,101.45935,-0.94867,-97.95022,-0.64479,201.26132,-92.58718,3,-0.68311,1.13211,10.87223,-0.33519,True,458.32164
1,98.6549,0.09884,-97.42365,-0.70607,198.4658,-90.71096,2,0.92515,-0.68917,11.51228,-3.14083,True,444.56265
2,100.99272,0.03082,-100.54221,-0.63533,200.78942,-89.20489,4,-0.11982,-0.27436,11.72777,-1.11042,True,454.69251
3,99.39628,0.30552,-98.50257,-0.66554,199.2056,-89.77551,1,-0.54615,-0.24184,12.48731,3.72963,True,447.73009
2,98.71018,-0.09683,-103.69919,-0.64888,198.49516,-91.31811,2,0.1225,-1.1788,8.73393,0.46686,True,441.70132
1,99.74211,-0.549,-97.93055,-0.70448,199.55031,-89.22548,1,1.6644,-0.94804,11.66665,-3.10679,True,449.74529
3,99.92162,1.83304,-103.86327,-0.70624,199.75023,-90.07259,1,-0.90867,0.38228,10.58794,3.77329,True,447.67649
1,98.7967,0.00755,-99.74015,-0.6809,198.59597,-89.58677,2,-0.69379,0.22428,10.30994,-2.12712,True,444.11343
3,99.33272,-0.54721,-98.26908,-0.71269,199.15878,-94.69655,1,-0.13685,-0.8374,11.16287,1.39711,True,447.52906
3,99.38427,-0.62027,-98.93666,-0.64993,199.18141,-89.52984,1,-0.26644,-0.79613,7.94531,1.78553,True,447.45301
1,99.55855,0.39693,-93.93033,-0.64122,199.34257,-88.81787,1,0.50798,0.31833,11.15625,-0.73084,True,450.82756
2,100.73505,-0.55785,-100.24211,-0.61848,200.5177,-91.52535,4,0.74158,0.92429,9.13599,2.00235,True,453.55419
2,99.25085,-0.02475,-95.58116,-0.64963,199.0368,-87.77319,1,-0.43351,-0.586,12.51922,-1.13678,True,448.46369
1,100.1105,-1.28728,-103.38624,-0.70775,199.92304,-90.20376,4,0.55844,-0.36146,12.18919,-0.96755,True,448.85936
1,99.6371,-1.78581,-97.75438,-0.67607,199.43697,-88.92924,1,0.71541,-0.45266,11.78986,-1.72303,True,449.30832
3,98.79822,-1.14739,-99.59046,-0.59444,198.5702,-89.24707,2,0.22901,-0.27483,12.45809,2.5323,True,444.19588
1,99.90503,0.20907,-101.92583,-0.69395,199.71249,-94.16408,1,1.74234,1.12099,10.06986,-0.63702,True,448.56225
3,99.32379,-0.59672,-94.2167,-0.66183,199.12154,-89.25144,1,0.3022,1.13417,12.45888,2.51922,True,449.51062
2,100.22075,0.85526,-101.85977,-0.62648,200.01731,-89.30686,4,-1.88275,-1.0764,11.67728,-1.84595,True,450.17388
1,102.0658,0.16781,-99.94271,-0.67843,201.86764,-91.89296,5,-0.91645,-0.11047,11.9261,-2.10391,True,460.35766
2,99.67906,-0.01733,-96.77122,-0.64825,199.46542,-92.86297,1,-0.62621,-2.02085,8.82821,1.16707,True,450.00967
1,99.80367,-1.11191,-97.88849,-0.68992,199.6051,-89.579,1,1.58613,0.17908,11.70038,-2.77519,True,450.07409
1,99.51401,1.31224,-100.07319,-0.66079,199.30739,-90.40929,1,0.88949,0.34879,10.61683,-3.35316,True,447.53344
3,101.99262,-0.52063,-99.42506,-0.65141,201.79939,-91.28626,3,-0.30741,-0.28592,10.00425,2.36904,True,460.25058
2,100.50527,-0.22794,-103.56901,-0.62894,200.29966,-90.75423,4,3.12474,-0.54348,8.76331,1.7717,True,450.74183
3,98.4439,-1.48426,-99.79303,-0.67964,198.24742,-88.78397,2,0.39576,0.34974,11.74449,3.11382,True,442.323
3,99.39109,-0.46409,-95.23903,-0.67491,199.19517,-88.27139,1,-0.25574,-0.09185,7.58485,2.58171,True,449.33592
3,99.66292,-0.04214,-99.76423,-0.65147,199.46613,-87.76047,1,-0.41901,0.09883,9.73662,0.11674,True,448.43249
1,98.80518,0.13811,-99.60928,-0.67701,198.60698,-89.94456,2,1.08533,0.63149,9.75698,-1.93817,True,444.22124
2,98.98353,1.3745,-97.18276,-0.66029,198.79273,-89.34208,2,-0.99176,-0.62144,8.84418,2.00853,True,446.32626
1,101.39588,-0.79778,-101.57502,-0.62692,201.17347,-93.38569,3,1.93365,-1.24914,10.57872,-1.8288,True,456.19189
1,97.77708,0.08782,-95.14192,-0.63854,197.5601,-88.24258,2,-0.41387,-0.86024,9.15091,-1.16157,True,441.31443
1,100.03742,-1.09032,-97.59304,-0.68204,199.83606,-89.76573,4,-0.64069,-0.1401,13.471,-0.52596,True,451.39056
1,98.4679,-1.09881,-99.84373,-0.63384,198.24916,-90.27261,2,-1.61664,0.54978,12.09609,-0.45106,True,442.41763
1,99.83832,0.20298,-97.30323,-0.66793,199.63327,-92.88133,1,1.05923,-0.03834,12.1228,-2.37109,True,450.53999
2,99.30627,-0.09459,-104.33767,-0.63914,199.08711,-92.00644,1,0.31179,0.81322,10.72922,-0.3872,True,444.36253
1,98.83588,-0.47244,-99.73463,-0.63473,198.62024,-91.04049,2,1.06725,-0.84097,10.13163,-3.6579,True,444.31208
1,98.91806,0.12492,-99.39164,-0.69241,198.71905,-91.30627,2,-0.36245,1.30284,10.37448,-1.65419,True,444.89449
2,100.48122,1.15425,-104.15228,-0.65675,200.28584,-91.46553,4,-0.73699,-1.32585,11.12537,-1.66153,True,450.32998
1,98.35862,-0.80966,-98.5507,-0.6884,198.16256,-89.64357,2,-0.34613,-0.70723,11.50368,0.05483,True,442.51775
3,98.5468,-0.17654,-101.14015,-0.59792,198.31945,-89.13036,2,0.76923,-0.61676,11.50919,1.81098,True,442.16391
3,103.18526,1.76117,-102.74834,-0.70384,202.99951,-91.1786,5,0.21191,1.1823,11.66159,0.79151,True,464.55212
2,99.97449,-0.90987,-100.4599,-0.6327,199.76773,-88.05082,1,-0.28613,0.24984,9.30442,2.89277,True,449.64249
3,99.25294,-0.72192,-96.37499,-0.69101,199.07329,-93.47055,1,-1.38452,-1.16278,11.93286,0.26355,True,448.07722
3,100.5127,1.54775,-101.62338,-0.69441,200.32124,-90.37745,4,0.10669,0.87718,9.45447,0.03119,True,451.75183
2,100.87546,-0.41234,-103.70807,-0.61803,200.65216,-91.45124,4,1.04181,2.3539,13.04437,-1.37186,True,452.52329
1,99.83628,0.12756,-103.23931,-0.68069,199.63211,-90.55838,1,1.01403,-0.30007,9.46647,-1.82119,True,447.56175
3,100.16421,-0.93004,-107.32514,-0.70369,199.97715,-90.00806,4,0.42499,1.00028,10.90218,-1.98643,True,447.15848
2,101.27175,0.82469,-99.45913,-0.65363,201.05399,-94.60527,3,-0.79132,0.11421,6.62298,1.12345,True,456.62916
1,98.86729,-0.45799,-97.77977,-0.63615,198.65271,-90.12733,2,1.68656,-1.28289,8.29358,-1.35063,True,445.44655
2,98.9781,0.61002,-103.26406,-0.64771,198.76221,-89.21068,2,-1.44907,0.70476,11.31275,-2.34522,True,443.25847
2,100.11187,-0.6063,-99.42519,-0.66118,199.8933,-91.06864,4,2.11027,3.81443,12.77185,-1.63194,True,450.84673
2,100.39441,0.37089,-104.02295,-0.65864,200.17783,-90.74701,4,0.6387,-0.76111,7.31269,3.27854,True,449.96056
1,101.02211,0.54458,-99.78534,-0.64855,200.80713,-92.13455,3,-0.22475,0.16923,10.38421,-1.85358,True,455.21789
1,99.27245,-0.73102,-100.88881,-0.62758,199.05195,-89.30196,1,-1.33668,0.20508,10.22211,-0.33971,True,445.91786
1,98.79935,-0.23399,-96.72288,-0.66455,198.59146,-88.98575,2,1.88382,0.05349,11.90456,-2.69702,True,445.6353
3,99.5726,0.6141,-98.68736,-0.59859,199.35735,-90.88753,1,-0.13005,-0.22747,10.38724,1.89754,True,448.51932
1,101.51227,0.89286,-104.01377,-0.64612,201.29766,-93.29281,3,1.89032,-0.31073,12.44024,-1.46147,True,455.55448
1,101.03413,0.79925,-106.16379,-0.63617,200.81397,-92.99249,3,-0.09947,-1.3428,11.78989,0.9252,True,452.08876
3,101.08178,1.38749,-105.5072,-0.67949,200.90127,-91.60782,3,-0.66034,0.35169,11.08623,1.74572,True,452.6553
3,99.03609,0.18526,-103.1719,-0.58529,198.81844,-90.70924,1,-0.38995,0.02297,10.05564,1.00098,True,443.59451
2,102.32123,0.49922,-100.73639,-0.62946,202.0957,-91.81695,5,-1.14287,-0.00071,10.26473,0.88395,True,461.23793
3,99.90936,-1.75621,-100.59261,-0.70574,199.7255,-92.01303,1,0.25221,0.15969,8.77458,0.69004,True,449.25048
3,101.13878,-0.61282,-101.99178,-0.65674,200.94348,-91.72592,3,-0.8986,0.86533,12.871,2.15318,True,454.69803
3,98.44721,-0.24824,-100.26102,-0.63664,198.23779,-87.35907,2,-0.59625,-0.5187,8.70054,0.37045,True,442.10556
3,100.82379,-0.55497,-98.60874,-0.69849,200.63771,-91.60784,4,0.32648,-0.66459,10.05609,2.15614,True,454.81457
3,99.98858,0.83146,-105.37608,-0.67689,199.79927,-90.41427,1,0.18867,-0.88437,9.40409,2.15581,True,447.25487
3,98.93595,0.21159,-96.75118,-0.66358,198.7356,-89.36015,2,-0.41582,-0.72084,10.30243,3.56134,True,446.30415
3,99.58117,-1.22156,-96.69013,-0.62309,199.37243,-90.43365,1,0.12897,0.61574,10.62631,5.0241,True,449.56078
1,102.09826,0.77514,-101.48831,-0.65387,201.89056,-93.17554,5,0.92158,0.71778,11.32563,-2.89506,True,459.74715
2,101.12171,0.95112,-103.53427,-0.61605,200.91133,-90.68118,3,0.15942,-2.01701,12.55342,-0.1533,True,453.84143
3,101.67593,0.3574,-100.92142,-0.60447,201.45513,-92.5522,3,0.45466,1.36546,9.90545,2.26281,True,457.91893
1,98.4307,-0.59958,-97.74895,-0.65601,198.21877,-86.77056,2,0.33553,-1.50738,9.28315,-1.19267,True,443.27905
2,98.53264,-0.12057,-99.76719,-0.62525,198.32912,-87.94522,2,-0.74592,0.08086,11.4293,-1.01289,True,442.77959
1,99.11719,-0.91007,-100.53983,-0.632,198.89799,-91.62979,1,1.01184,1.50822,12.24606,-1.9578,True,445.31605
3,101.78763,0.70071,-100.87056,-0.68634,201.60484,-90.67963,3,0.4631,0.47495,9.00665,3.85951,True,458.50286
2,99.19133,-0.18571,-101.29543,-0.6491,198.98379,-85.73937,1,1.97562,2.27665,12.75573,-1.66133,True,445.30893
3,99.5374,-1.0815,-99.51906,-0.68037,199.3554,-91.70964,1,0.27302,-0.70974,10.10115,-0.10621,True,447.92747
3,100.21375,-0.59013,-96.26921,-0.58251,199.98887,-90.46843,4,-0.95204,0.52559,11.30828,0.98501,True,452.93413
3,99.8732,-0.35939,-100.55488,-0.69927,199.6917,-91.02202,1,1.5309,0.52976,12.66181,2.79919,True,449.08859
3,99.24169,-0.67948,-92.83901,-0.67139,199.05646,-87.78228,1,0.51032,-1.10891,11.22682,-1.06645,True,449.78894
1,100.25425,0.87769,-101.22759,-0.67228,200.05006,-91.08882,4,0.61391,1.15145,11.14088,-1.85651,True,450.65744
1,99.49434,0.33876,-101.97792,-0.68062,199.29485,-91.87861,1,0.69468,-2.57227,9.50266,-1.08774,True,446.48276
3,100.27564,-0.16919,-101.77328,-0.66995,200.09163,-89.08558,4,0.5174,-0.7284,9.83471,2.23603,True,450.49158
3,99.4178,0.37645,-101.59064,-0.59071,199.20597,-89.50023,1,-0.89127,-0.23814,11.83018,1.30649,True,446.29368
2,100.33961,-0.25233,-96.91948,-0.64499,200.12771,-90.13347,4,-0.62257,-1.27805,11.82507,-0.70383,True,453.23831
3,101.38658,0.12265,-103.6285,-0.59442,201.16901,-89.99289,3,0.87098,1.11461,8.84826,2.44474,True,455.11863
3,99.86528,0.5817,-102.50044,-0.66752,199.67848,-90.81709,1,-0.17338,0.98505,10.43696,1.19167,True,448.0762
1,100.49318,0.07135,-100.78757,-0.69627,200.29559,-91.93263,4,1.47051,1.02832,10.88527,-2.66195,True,452.07213
3,100.73616,-0.48764,-101.54307,-0.58928,200.51773,-89.64609,4,0.81331,-0.30233,10.72163,-0.39781,True,452.90928
2,99.87763,0.507,-96.91824,-0.62734,199.65627,-92.26862,1,0.24724,-2.67674,11.59317,-0.97443,True,450.92905
1,98.05854,0.08711,-94.09979,-0.66717,197.8521,-89.22503,2,-0.25227,-2.14137,11.63087,-0.90434,True,443.24279
2,99.85453,-0.93487,-94.32727,-0.65656,199.64324,-92.15316,1,-1.46969,-0.95212,9.15257,-0.93177,True,452.10904
2,98.86368,0.38775,-93.83564,-0.65754,198.65206,-89.40591,2,-1.05478,0.39272,10.92817,-1.79614,True,447.40057
1,100.7298,0.74601,-97.81573,-0.63392,200.51349,-90.59338,4,1.50167,-1.34318,10.55891,-1.66499,True,454.74113
1,100.93627,0.16013,-99.13846,-0.71149,200.74623,-91.33618,4,-0.78128,-0.80274,8.88851,-1.79818,True,455.11212
2,99.98329,-0.45767,-97.34105,-0.62586,199.75333,-89.55168,1,-1.81921,0.48495,14.17065,-0.84269,True,451.24591
1,99.98847,0.20401,-97.11321,-0.6305,199.76882,-90.12809,1,-2.69165,0.43684,11.65826,-5.65217,True,451.38574
1,99.44888,-1.65536,-101.81964,-0.6674,199.24349,-90.85178,1,0.83468,-1.3361,12.95378,-1.17874,True,446.33458
1,100.58511,-0.2516,-98.79862,-0.69274,200.39162,-90.40306,4,1.34413,-3.09484,9.9537,-2.36318,True,453.52624
3,97.70027,0.07637,-97.67042,-0.6297,197.49866,-86.31725,2,0.14767,0.19733,11.64422,2.05257,True,439.66612
1,99.19491,-0.22001,-99.60247,-0.69138,199.00019,-88.58859,1,-0.6599,-1.65134,12.89302,-3.404,True,446.1733
2,98.11792,-0.11854,-95.13385,-0.65173,197.90744,-86.23664,2,-0.33472,-1.59156,12.97168,-0.54499,True,443.02268
2,99.11929,0.22389,-104.44002,-0.65623,198.90561,-89.02471,1,3.55812,2.10981,14.05677,-0.79433,True,443.37643
1,99.91596,0.46968,-108.33997,-0.66177,199.70544,-90.09438,1,0.61129,-0.39098,10.25318,-0.98761,True,445.40983
1,100.12526,-0.51546,-101.94838,-0.69744,199.93082,-89.1125,4,-0.25399,-0.62293,9.74292,-4.35125,True,449.65213
2,99.68496,-0.67747,-101.62697,-0.63383,199.45835,-89.77035,1,-0.05409,0.23864,13.38552,0.01137,True,447.61134
2,99.97395,0.92857,-97.21938,-0.6618,199.77418,-91.08006,1,-1.61792,-2.38966,11.50303,-1.20792,True,451.26005
1,99.68557,-0.00143,-97.08874,-0.62823,199.46691,-92.08911,1,0.28405,0.50511,9.98889,-2.61266,True,449.88349
3,101.94624,-0.50329,-102.58492,-0.63684,201.75006,-93.57373,3,-0.79306,0.07758,10.86947,1.21118,True,458.43872
3,99.4024,0.79721,-99.11752,-0.64663,199.19998,-90.70582,1,1.52268,0.442,11.05051,1.42765,True,447.45322
2,100.34071,0.00943,-103.71023,-0.61647,200.11569,-90.11322,4,1.53906,0.83895,10.67327,-1.43928,True,449.84845
2,97.89979,-0.64126,-96.35394,-0.65689,197.69833,-87.10643,2,-0.90075,-0.35974,7.2353,0.82702,True,441.32196
3,101.26789,0.56775,-101.03529,-0.71058,201.09788,-91.16368,3,-0.9355,-0.21512,8.35063,-0.12109,True,455.82178
